ablation_factor,setting,category,representation_source,anomaly_head,aug_strength,layer_name,coreset_ratio,feature_dim,memory_bank_n,memory_bank_mb,checkpoint_size_mb,fit_sec,peak_gpu_mem_mb,img_roc_auc,img_pr_auc,px_roc_auc,sec_per_img,n_eval_images
embedding_layer,layer4,toothbrush,simclr,patchcore,strong,layer4,0.05,512.0,132.0,0.2578125,42.71171855926514,1.8187177181243896,361.6728515625,0.5027777777777778,0.7876509041804477,0.8269638331866301,0.03694338457924979,42.0
embedding_layer,layer4,transistor,simclr,patchcore,strong,layer4,0.05,512.0,470.0,0.91796875,42.71171855926514,5.452604532241821,365.6923828125,0.80125,0.7833523187145992,0.9140245986990357,0.030435791015625,100.0
embedding_layer,layer4,wood,simclr,patchcore,strong,layer4,0.05,512.0,544.0,1.0625,42.71171855926514,6.634475231170654,365.6923828125,0.7254385964912281,0.9008129505802417,0.7531835686743193,0.036010422284090064,79.0
embedding_layer,layer4,zipper,simclr,patchcore,strong,layer4,0.05,512.0,529.0,1.033203125,42.71171855926514,3.0007965564727783,365.6923828125,0.8188025210084033,0.9198828274982298,0.8075129790082681,0.01630455137088599,151.0
coreset_ratio,0.02,bottle,simclr,patchcore,strong,layer3,0.02,256.0,737.0,0.7197265625,42.71171855926514,3.2606375217437744,368.7978515625,0.9658730158730158,0.990358638463787,0.9516437167121203,0.02237821774310376,83.0
coreset_ratio,0.02,cable,simclr,patchcore,strong,layer3,0.02,256.0,792.0,0.7734375,42.71171855926514,5.754838943481445,368.7978515625,0.6977136431784109,0.8027459842342737,0.8933663616950439,0.03169402599334717,150.0
coreset_ratio,0.02,capsule,simclr,patchcore,strong,layer3,0.02,256.0,772.0,0.75390625,42.71171855926514,5.2878098487854,368.7978515625,0.5524531312325489,0.8562743961996954,0.9343784245188511,0.03154323317787864,132.0
coreset_ratio,0.02,carpet,simclr,patchcore,strong,layer3,0.02,256.0,988.0,0.96484375,42.71171855926514,6.707218408584595,368.7978515625,0.6392455858747994,0.8614951373329032,0.8950722189621002,0.03308279697711651,117.0
coreset_ratio,0.02,grid,simclr,patchcore,strong,layer3,0.02,256.0,933.0,0.9111328125,42.71171855926514,3.449972629547119,368.7978515625,0.5873015873015873,0.7642888228284486,0.6573613947247393,0.020344618039253432,78.0
coreset_ratio,0.02,hazelnut,simclr,patchcore,strong,layer3,0.02,256.0,1380.0,1.34765625,42.71171855926514,9.842184066772461,368.7978515625,0.87,0.9330995254797563,0.9757025634932142,0.03347693573344838,110.0
coreset_ratio,0.02,leather,simclr,patchcore,strong,layer3,0.02,256.0,866.0,0.845703125,42.71171855926514,5.596732139587402,368.7978515625,0.9534646739130435,0.985643568039106,0.9829613087579658,0.02946423715160739,124.0
coreset_ratio,0.02,metal_nut,simclr,patchcore,strong,layer3,0.02,256.0,776.0,0.7578125,42.71171855926514,2.78460431098938,368.7978515625,0.667644183773216,0.8945308268036491,0.8477440761434116,0.017903703192005987,115.0
coreset_ratio,0.02,pill,simclr,patchcore,strong,layer3,0.02,256.0,941.0,0.9189453125,42.71171855926514,4.501019716262817,368.7978515625,0.5567375886524822,0.8834649309132081,0.868279307752329,0.021660898973841866,167.0
coreset_ratio,0.02,screw,simclr,patchcore,strong,layer3,0.02,256.0,1129.0,1.1025390625,42.71171855926514,4.327915906906128,368.7978515625,0.5822914531666326,0.8111293699977522,0.9101882208116213,0.017230749130249023,160.0
coreset_ratio,0.02,tile,simclr,patchcore,strong,layer3,0.02,256.0,811.0,0.7919921875,42.71171855926514,4.344539403915405,368.7978515625,0.8365800865800866,0.9371542659387416,0.6501190265126667,0.02550314226721087,117.0
coreset_ratio,0.02,toothbrush,simclr,patchcore,strong,layer3,0.02,256.0,212.0,0.20703125,42.71171855926514,1.8442025184631348,361.6728515625,0.48611111111111116,0.7142025696949308,0.8846338548022254,0.038419541858491446,42.0
coreset_ratio,0.02,transistor,simclr,patchcore,strong,layer3,0.02,256.0,753.0,0.7353515625,42.71171855926514,5.518576383590698,368.7978515625,0.5983333333333333,0.5823927036789563,0.8253793214803369,0.0319368314743042,100.0
coreset_ratio,0.02,wood,simclr,patchcore,strong,layer3,0.02,256.0,870.0,0.849609375,42.71171855926514,6.637339115142822,368.7978515625,0.8614035087719298,0.9571790521127933,0.7776706443561614,0.037414653391777714,79.0
