ablation_factor,setting,category,representation_source,anomaly_head,aug_strength,layer_name,coreset_ratio,feature_dim,memory_bank_n,memory_bank_mb,checkpoint_size_mb,fit_sec,peak_gpu_mem_mb,img_roc_auc,img_pr_auc,px_roc_auc,sec_per_img,n_eval_images
coreset_ratio,0.02,zipper,simclr,patchcore,strong,layer3,0.02,256.0,847.0,0.8271484375,42.71171855926514,3.066382884979248,368.7978515625,0.7085084033613445,0.8670640563030185,0.921824444100494,0.016733368500968477,151.0
coreset_ratio,0.05,bottle,simclr,patchcore,strong,layer3,0.05,256.0,1842.0,1.798828125,42.71171855926514,3.50101900100708,368.7978515625,0.9753968253968253,0.993154353753432,0.9563036660671039,0.02457465033933341,83.0
coreset_ratio,0.05,cable,simclr,patchcore,strong,layer3,0.05,256.0,1980.0,1.93359375,42.71171855926514,6.0072181224823,368.7978515625,0.6924662668665668,0.7863480057185552,0.9058542726595207,0.033450015385945636,150.0
coreset_ratio,0.05,capsule,simclr,patchcore,strong,layer3,0.05,256.0,1931.0,1.8857421875,42.71171855926514,5.397908687591553,368.7978515625,0.5739928201037097,0.851906224935065,0.9539743336886499,0.03209787245952722,132.0
coreset_ratio,0.05,carpet,simclr,patchcore,strong,layer3,0.05,256.0,2470.0,2.412109375,42.71171855926514,6.830019474029541,368.7978515625,0.6673354735152488,0.8755772888587332,0.9038461509244583,0.03468563006474422,117.0
coreset_ratio,0.05,grid,simclr,patchcore,strong,layer3,0.05,256.0,2332.0,2.27734375,42.71171855926514,3.7066943645477295,368.7978515625,0.6349206349206349,0.8265484558085401,0.7053356069309838,0.019889724560273,78.0
coreset_ratio,0.05,hazelnut,simclr,patchcore,strong,layer3,0.05,256.0,3450.0,3.369140625,42.71171855926514,9.960216999053955,368.7978515625,0.8746428571428573,0.9353487659118374,0.9777309342671051,0.03462915420532227,110.0
coreset_ratio,0.05,leather,simclr,patchcore,strong,layer3,0.05,256.0,2166.0,2.115234375,42.71171855926514,5.709691524505615,368.7978515625,0.9398777173913042,0.9825829261406356,0.9834954012858317,0.030848926113497828,124.0
coreset_ratio,0.05,metal_nut,simclr,patchcore,strong,layer3,0.05,256.0,1940.0,1.89453125,42.71171855926514,2.9566690921783447,368.7978515625,0.6285434995112414,0.8998280767649147,0.8977933524759023,0.019330509849216627,115.0
coreset_ratio,0.05,pill,simclr,patchcore,strong,layer3,0.05,256.0,2352.0,2.296875,42.71171855926514,4.712754964828491,368.7978515625,0.7277686852154938,0.9269012929794712,0.8850047234188388,0.02298468458438348,167.0
coreset_ratio,0.05,screw,simclr,patchcore,strong,layer3,0.05,256.0,2822.0,2.755859375,42.71171855926514,4.505816698074341,368.7978515625,0.6359909817585572,0.8128318862662957,0.9189772179043406,0.018485438823699952,160.0
coreset_ratio,0.05,tile,simclr,patchcore,strong,layer3,0.05,256.0,2029.0,1.9814453125,42.71171855926514,4.433231592178345,368.7978515625,0.806998556998557,0.9209304025426421,0.6520838278987062,0.02607108385134966,117.0
coreset_ratio,0.05,toothbrush,simclr,patchcore,strong,layer3,0.05,256.0,529.0,0.5166015625,42.71171855926514,1.8979058265686035,361.6728515625,0.5083333333333333,0.7901166323829958,0.9308949008469284,0.037849897430056616,42.0
coreset_ratio,0.05,transistor,simclr,patchcore,strong,layer3,0.05,256.0,1882.0,1.837890625,42.71171855926514,5.593585968017578,368.7978515625,0.7208333333333332,0.6837770361953821,0.8695856782628955,0.03162053346633911,100.0
coreset_ratio,0.05,wood,simclr,patchcore,strong,layer3,0.05,256.0,2176.0,2.125,42.71171855926514,6.734031915664673,368.7978515625,0.8833333333333334,0.9628064134835358,0.7875524030545961,0.03755552557450306,79.0
coreset_ratio,0.05,zipper,simclr,patchcore,strong,layer3,0.05,256.0,2117.0,2.0673828125,42.71171855926514,3.1900243759155273,368.7978515625,0.8148634453781513,0.9166200636610311,0.9361830797042516,0.017714119904878124,151.0
coreset_ratio,0.1,bottle,simclr,patchcore,strong,layer3,0.1,256.0,3685.0,3.5986328125,42.71171855926514,3.4796221256256104,368.7978515625,0.9849206349206349,0.9962207105064247,0.9590642305000991,0.02438810360000794,83.0
coreset_ratio,0.1,cable,simclr,patchcore,strong,layer3,0.1,256.0,3959.0,3.8662109375,42.71171855926514,5.9199254512786865,368.7978515625,0.7541229385307346,0.8260973593496314,0.9161242762809789,0.03439279874165853,150.0
coreset_ratio,0.1,capsule,simclr,patchcore,strong,layer3,0.1,256.0,3861.0,3.7705078125,42.71171855926514,5.451498508453369,368.7978515625,0.6358197048264858,0.8830700500489794,0.9581245869794062,0.03299190961953365,132.0
coreset_ratio,0.1,carpet,simclr,patchcore,strong,layer3,0.1,256.0,4939.0,4.8232421875,42.71171855926514,6.69960880279541,368.7978515625,0.6890048154093098,0.8842200506578142,0.9065059585047363,0.035289703271327875,117.0
coreset_ratio,0.1,grid,simclr,patchcore,strong,layer3,0.1,256.0,4665.0,4.5556640625,42.71171855926514,3.5210533142089844,368.7978515625,0.6031746031746033,0.8082328500407236,0.7280795970434913,0.021731774012247723,78.0
coreset_ratio,0.1,hazelnut,simclr,patchcore,strong,layer3,0.1,256.0,6899.0,6.7373046875,42.71171855926514,9.973655700683594,368.7978515625,0.8942857142857144,0.9446878389444098,0.9786432317566822,0.03459838737141002,110.0
coreset_ratio,0.1,leather,simclr,patchcore,strong,layer3,0.1,256.0,4332.0,4.23046875,42.71171855926514,5.851293087005615,368.7978515625,0.9408967391304348,0.9824616761127805,0.9833579076411582,0.03229496171397547,124.0
coreset_ratio,0.1,metal_nut,simclr,patchcore,strong,layer3,0.1,256.0,3881.0,3.7900390625,42.71171855926514,2.901864528656006,368.7978515625,0.6925708699902248,0.9079206805266864,0.9247051439759871,0.019986772537231447,115.0
coreset_ratio,0.1,pill,simclr,patchcore,strong,layer3,0.1,256.0,4704.0,4.59375,42.71171855926514,4.837782382965088,368.7978515625,0.7340425531914894,0.9258693598694295,0.8886575787435759,0.023236945717634554,167.0
coreset_ratio,0.1,screw,simclr,patchcore,strong,layer3,0.1,256.0,5645.0,5.5126953125,42.71171855926514,4.323535680770874,368.7978515625,0.6005328960852634,0.8203464538828424,0.9264348766698279,0.01952718049287796,160.0
coreset_ratio,0.1,tile,simclr,patchcore,strong,layer3,0.1,256.0,4057.0,3.9619140625,42.71171855926514,4.3393800258636475,368.7978515625,0.8160173160173161,0.920453123592661,0.6541530553925193,0.02684914963877099,117.0
coreset_ratio,0.1,toothbrush,simclr,patchcore,strong,layer3,0.1,256.0,1058.0,1.033203125,42.71171855926514,1.9283034801483154,361.6728515625,0.8416666666666667,0.9425328422319001,0.9480858783404565,0.0373838742574056,42.0
coreset_ratio,0.1,transistor,simclr,patchcore,strong,layer3,0.1,256.0,3763.0,3.6748046875,42.71171855926514,5.5036280155181885,368.7978515625,0.7929166666666667,0.7639652210301998,0.8829746886008335,0.031970632076263425,100.0
coreset_ratio,0.1,wood,simclr,patchcore,strong,layer3,0.1,256.0,4351.0,4.2490234375,42.71171855926514,6.684482574462891,368.7978515625,0.8798245614035087,0.9610798943452804,0.7895817478839021,0.0386766995055766,79.0
coreset_ratio,0.1,zipper,simclr,patchcore,strong,layer3,0.1,256.0,4234.0,4.134765625,42.71171855926514,3.2196850776672363,368.7978515625,0.8106617647058824,0.906333479704037,0.9439649045115585,0.018960483816285796,151.0
augmentation_strength,mild,MEAN,simclr,patchcore,mild,layer3,0.05,256.0,2134.5333333333333,2.0845052083333333,42.7114782333374,4.794847377141317,368.3228515625,0.7501122462622066,0.8749013679535892,0.8813448603035293,0.027584729642233397,
augmentation_strength,strong,MEAN,simclr,patchcore,strong,layer3,0.05,256.0,2134.5333333333333,2.0845052083333333,42.71171855926514,4.862934414545695,368.3228515625,0.7367203644459374,0.8741350330496683,0.8850357724076602,0.027282294150358124,
coreset_ratio,0.02,MEAN,simclr,patchcore,strong,layer3,0.02,256.0,853.8,0.8337890625,42.71171855926514,4.861598253250122,368.3228515625,0.7042440870749028,0.8560682565347347,0.8650883256548855,0.027252463573640324,
coreset_ratio,0.05,MEAN,simclr,patchcore,strong,layer3,0.05,256.0,2134.5333333333333,2.0845052083333333,42.71171855926514,5.009119240442912,368.3228515625,0.7390198509466098,0.8776851883602045,0.8843077032926742,0.02811918444087135,
coreset_ratio,0.1,MEAN,simclr,patchcore,strong,layer3,0.1,256.0,4268.866666666667,4.168815104166667,42.71171855926514,4.975687917073568,368.3228515625,0.778030563000329,0.89823277272292,0.8925638441883474,0.028818625091480508,
embedding_layer,layer2,MEAN,simclr,patchcore,strong,layer2,0.05,128.0,5995.0,2.92724609375,42.71171855926514,3.8984633445739747,374.0395182291667,0.755246501626233,0.8808533836260268,0.8868148190924825,0.03550623723484846,
embedding_layer,layer3,MEAN,simclr,patchcore,strong,layer3,0.05,256.0,2134.5333333333333,2.0845052083333333,42.71171855926514,4.873712905248007,368.3228515625,0.755046314502064,0.8857415659490188,0.8830488290746815,0.027266845416648026,
embedding_layer,layer4,MEAN,simclr,patchcore,strong,layer4,0.05,512.0,533.5333333333333,1.0420572916666666,42.71171855926514,4.823194789886474,365.4244140625,0.685764526528956,0.8522239212322494,0.8366765587562635,0.026443647704586144,
